epoch,train_loss,val_cer
1,0.752329347212075,0.05287456209434321
2,0.10573467452938326,0.039784917035548435
3,0.07238250832017498,0.033403036145887084
4,0.05221829341020131,0.032696955707030934
5,0.038570263767810246,0.029926947831518346
6,0.02732331287627602,0.028433316133938027
7,0.019124683211259583,0.027374195475653805
8,0.012836176290685905,0.02636938869728159
9,0.007957757473788584,0.025228797219129347
10,0.005376353020025488,0.025065855579393313
